  13:02:35.874  Stack Begin  -  Studio
  13:02:35.874  Script 'ServerScriptService.Server.Core.Tests.IntegrationTests', Line 5  -  Studio - IntegrationTests:5
  13:02:35.875  Stack End  -  Studio
  13:02:35.875  Attempted to call require with invalid argument(s).  -  Server - GymTycoonConnector:10
  13:02:35.875  Stack Begin  -  Studio
  13:02:35.875  Script 'ServerScriptService.Server.Core.GymTycoonConnector', Line 10  -  Studio - GymTycoonConnector:10
  13:02:35.876  Stack End  -  Studio
  13:02:35.876  Attempted to call require with invalid argument(s).  -  Server - SeasonalSystem:9
  13:02:35.876  Stack Begin  -  Studio
  13:02:35.876  Script 'ServerScriptService.Server.Core.SeasonalSystem', Line 9  -  Studio - SeasonalSystem:9
  13:02:35.876  Stack End  -  Studio
  13:02:35.877  Attempted to call require with invalid argument(s).  -  Server - DataManager:10
  13:02:35.877  Stack Begin  -  Studio
  13:02:35.877  Script 'ServerScriptService.Server.Core.DataManager', Line 10  -  Studio - DataManager:10
  13:02:35.877  Stack End  -  Studio
  13:02:35.878  ServerScriptService.Server.Core.Tests.ConsolidationTest:34: CoreRegistry not found. Cannot run tests without it.  -  Server - ConsolidationTest:34
  13:02:35.878  Stack Begin  -  Studio
  13:02:35.878  Script 'ServerScriptService.Server.Core.Tests.ConsolidationTest', Line 34  -  Studio - ConsolidationTest:34
  13:02:35.879  Stack End  -  Studio
  13:02:35.879  Attempted to call require with invalid argument(s).  -  Server - ConfigManager:3
  13:02:35.879  Stack Begin  -  Studio
  13:02:35.880  Script 'ServerScriptService.Server.Core.ConfigManager', Line 3  -  Studio - ConfigManager:3
  13:02:35.880  Stack End  -  Studio
  13:02:35.881  Attempted to call require with invalid argument(s).  -  Server - PerformanceProfiler:10
  13:02:35.881  Stack Begin  -  Studio
  13:02:35.881  Script 'ServerScriptService.Server.Core.PerformanceProfiler', Line 10  -  Studio - PerformanceProfiler:10
  13:02:35.882  Stack End  -  Studio
  13:02:35.882  [GymStructureIntegration] Failed to get CoreRegistry  -  Server - GymStructureIntegration:19
  13:02:35.882  Attempted to call require with invalid argument(s).  -  Server - StaffSpecializationSystem:10
  13:02:35.883  Stack Begin  -  Studio
  13:02:35.883  Script 'ServerScriptService.Server.Core.StaffSpecializationSystem', Line 10  -  Studio - StaffSpecializationSystem:10
  13:02:35.883  Stack End  -  Studio
  13:02:35.883  BuyTileSystem not found, cannot generate build order  -  Server - BuyTileProgressionManager:72
  13:02:35.883  BuyTileSystem not found, cannot set up floor prerequisites  -  Server - BuyTileProgressionManager:382
  13:02:35.884  BuyTileSystem not found, cannot identify required tiles  -  Server - BuyTileProgressionManager:474
  13:02:35.884  BuyTileSystem not found, cannot integrate  -  Server - BuyTileProgressionManager:529
  13:02:35.884  CommandService not found, progression commands won't be available  -  Server - BuyTileProgressionManager:655
  13:02:35.885  Attempted to call require with invalid argument(s).  -  Server - LeaderstatsSystem:6
  13:02:35.885  Stack Begin  -  Studio
  13:02:35.885  Script 'ServerScriptService.Server.Core.LeaderstatsSystem', Line 6  -  Studio - LeaderstatsSystem:6
  13:02:35.885  Stack End  -  Studio
  13:02:35.886  === Initializing Gym Tycoon Core Systems ===  -  Server - InitializeCore:16
  13:02:35.886  Loading order: CoreRegistry -> EventBridge -> DataManager -> GymTycoonConnector  -  Server - InitializeCore:17
  13:02:35.886  Attempted to call require with invalid argument(s).  -  Server - InitializeCore:20
  13:02:35.886  Stack Begin  -  Studio
  13:02:35.886  Script 'ServerScriptService.Server.Core.InitializeCore', Line 20  -  Studio - InitializeCore:20
  13:02:35.886  Stack End  -  Studio
  13:02:35.887  ServerScriptService.Server.Core.MemberSatisfactionSystem:749: attempt to index nil with 'registerSystem'  -  Server - MemberSatisfactionSystem:749
  13:02:35.887  Stack Begin  -  Studio
  13:02:35.887  Script 'ServerScriptService.Server.Core.MemberSatisfactionSystem', Line 749  -  Studio - MemberSatisfactionSystem:749
  13:02:35.888  Stack End  -  Studio
  13:02:35.888  Attempted to call require with invalid argument(s).  -  Server - MilestoneSystem:11
  13:02:35.888  Stack Begin  -  Studio
  13:02:35.888  Script 'ServerScriptService.Server.Core.MilestoneSystem', Line 11  -  Studio - MilestoneSystem:11
  13:02:35.889  Stack End  -  Studio
  13:02:35.889  Attempted to call require with invalid argument(s).  -  Server - AchievementSystem:12
  13:02:35.889  Stack Begin  -  Studio
  13:02:35.889  Script 'ServerScriptService.Server.Core.AchievementSystem', Line 12  -  Studio - AchievementSystem:12
  13:02:35.890  Stack End  -  Studio
  13:02:35.890  Attempted to call require with invalid argument(s).  -  Server - SpecializationSystem:10
  13:02:35.890  Stack Begin  -  Studio
  13:02:35.890  Script 'ServerScriptService.Server.Core.SpecializationSystem', Line 10  -  Studio - SpecializationSystem:10
  13:02:35.891  Stack End  -  Studio
  13:02:35.891  Attempted to call require with invalid argument(s).  -  Server - EventBridgeTests:5
  13:02:35.891  Stack Begin  -  Studio
  13:02:35.891  Script 'ServerScriptService.Server.Core.Tests.EventBridgeTests', Line 5  -  Studio - EventBridgeTests:5
  13:02:35.892  Stack End  -  Studio
  13:02:35.892  Attempted to call require with invalid argument(s).  -  Server - PerformanceOptimizationFramework:11
  13:02:35.892  Stack Begin  -  Studio
  13:02:35.893  Script 'ServerScriptService.Server.Core.PerformanceOptimizationFramework', Line 11  -  Studio - PerformanceOptimizationFramework:11
  13:02:35.893  Stack End  -  Studio
  13:02:35.893  [GymTycoonConnectorBridge] Failed to get CoreRegistry  -  Server - GymTycoonConnectorBridge:19
  13:02:35.893  [BuyTileSystem] ModuleLoader not found, using legacy loading  -  Server - BuyTileSystem:24
  13:02:35.894  [BuyTileSystem] CRITICAL: Failed to load CoreRegistry!  -  Server - BuyTileSystem:44
  13:02:35.894  ServerScriptService.Server.Core.BuyTileSystem:664: attempt to index nil with 'registerSystem'  -  Server - BuyTileSystem:664
  13:02:35.894  Stack Begin  -  Studio
  13:02:35.894  Script 'ServerScriptService.Server.Core.BuyTileSystem', Line 664  -  Studio - BuyTileSystem:664
  13:02:35.895  Stack End  -  Studio
  13:02:35.895  Attempted to call require with invalid argument(s).  -  Server - RunTests:5
  13:02:35.895  Stack Begin  -  Studio
  13:02:35.895  Script 'ServerScriptService.Server.Core.Tests.RunTests', Line 5  -  Studio - RunTests:5
  13:02:35.896  Stack End  -  Studio
  13:02:35.896  [SystemBootstrap] Starting system initialization...  -  Server - SystemBootstrap:20
  13:02:35.896  [SystemBootstrap] Initializing ModuleLoader and registering paths...  -  Server - SystemBootstrap:20
  13:02:35.896  [SystemBootstrap] Created shared folder in ReplicatedStorage  -  Server - SystemBootstrap:20
  13:02:35.897  ServerScriptService.Server.Core.SystemBootstrap:48: attempt to index nil with 'FindFirstChild'  -  Server - SystemBootstrap:48
  13:02:35.897  Stack Begin  -  Studio
  13:02:35.897  Script 'ServerScriptService.Server.Core.SystemBootstrap', Line 48 - function initializeModuleLoader  -  Studio - SystemBootstrap:48
  13:02:35.897  Script 'ServerScriptService.Server.Core.SystemBootstrap', Line 73  -  Studio - SystemBootstrap:73
  13:02:35.898  Stack End  -  Studio
  13:02:35.898  Attempted to call require with invalid argument(s).  -  Server - NPCSystemPerformance:9
  13:02:35.898  Stack Begin  -  Studio
